application_id,company_name,industry,loan_purpose,annual_revenue,loan_amount_requested,loan_to_revenue_ratio,years_in_business,num_employees,credit_score,debt_to_income_ratio,monthly_cash_flow,existing_loans,late_payments_12m,avg_daily_transactions,transaction_volatility,max_overdraft_30d,risk_tier,default_probability,default,application_date
APP-001263,Torres-Fisher,Real Estate,Working Capital,1502238.42,32848.64,0.0219,18.0,13,602,0.1168,9216.03,1,3,10.02,0.7549,0.0,BBB,0.9469,1,2025-11-10
APP-001264,Lin Inc,Media,Equipment Purchase,16464.67,22955.0,1.3942,5.1,94,655,0.3017,261.75,2,0,6.28,0.5692,0.0,A,0.6118,1,2025-05-25
APP-001265,"Oliver, Sharp and Espinoza",Retail,Real Estate,154693.04,194231.18,1.2556,6.3,12,616,0.532,1811.24,1,1,27.62,0.3374,0.0,BBB,0.908,1,2025-10-02
APP-001266,"Adkins, Gibson and Jones",Media,Real Estate,559374.5,68354.56,0.1222,0.2,44,548,0.0982,10310.03,3,0,4.89,0.2263,1192.23,B,0.9034,0,2025-12-29
APP-001267,Nicholson-Bush,Agriculture,Working Capital,564077.1,10036.02,0.0178,5.1,230,518,0.6256,6036.69,3,0,20.51,0.6776,197.15,B,0.9744,1,2026-01-21
APP-001268,Nguyen PLC,Technology,Real Estate,170873.67,18918.48,0.1107,5.7,4,802,0.1536,1510.74,1,1,10.75,0.7899,0.0,AAA,0.3987,0,2026-03-27
APP-001269,Macias-Peters,Retail,Debt Consolidation,2400310.65,1458182.93,0.6075,13.9,17,629,0.0866,27377.6,3,1,1.05,0.5048,3910.0,BBB,0.7459,1,2025-10-13
APP-001270,Phillips and Sons,Technology,Equipment Purchase,77858.33,213438.99,2.7414,6.8,53,684,0.3133,1381.98,1,1,4.94,0.4406,0.0,A,0.7622,1,2026-04-08
APP-001271,Horne LLC,Energy,Research & Development,761119.81,90038.37,0.1183,12.7,126,687,0.407,15328.33,2,0,7.46,0.7622,0.0,A,0.4311,1,2025-11-02
APP-001272,Ramirez-Coleman,Healthcare,Working Capital,2068602.49,2278596.35,1.1015,15.1,19,659,0.2101,17521.21,0,0,21.94,0.7994,260.03,A,0.5581,0,2025-07-11
APP-001273,Nguyen Group,Retail,Real Estate,31307.28,82961.42,2.6499,15.2,7,701,0.2685,258.06,1,1,27.29,0.4201,0.0,AA,0.6441,1,2025-07-31
APP-001274,Lozano-Johnson,Technology,Working Capital,110816.81,38101.24,0.3438,7.0,16,761,0.4118,1807.5,1,1,36.27,0.4712,207.61,AA,0.4963,0,2025-04-09
APP-001275,"Oneal, Finley and Anthony",Manufacturing,Business Expansion,513563.07,425313.09,0.8282,6.1,13,756,0.0749,2373.66,2,0,32.39,0.5093,0.0,AAA,0.1801,0,2026-03-17
APP-001276,"Robinson, Wong and Wiley",Retail,Debt Consolidation,219928.45,548166.58,2.4925,2.7,52,676,0.1787,1758.01,2,1,16.86,0.4602,0.0,A,0.7183,0,2025-09-09
APP-001277,"Mitchell, Mccormick and Velez",Real Estate,Real Estate,1517486.38,546719.14,0.3603,10.5,4,705,0.3062,17010.58,3,1,36.42,0.4507,0.0,AA,0.4067,1,2026-02-24
APP-001278,Torres-Cervantes,Media,Business Expansion,740962.11,123105.19,0.1661,9.9,96,770,0.2086,13216.56,1,1,6.71,0.6158,0.0,AAA,0.3736,1,2025-07-24
APP-001279,"Williams, Peters and Long",Finance,Research & Development,405016.79,176094.33,0.4348,0.4,61,742,0.2466,2395.52,1,0,34.25,0.5365,0.0,AA,0.4407,1,2025-09-19
APP-001280,Webb Inc,Healthcare,Debt Consolidation,67476296.85,90535.31,0.0013,14.0,2,680,0.0943,1266328.6,1,0,13.28,0.3039,497.54,A,0.1389,0,2025-06-22
APP-001281,"Barrett, Reyes and Barnes",Technology,Real Estate,671261.75,27394.85,0.0408,0.0,83,850,0.2026,10315.47,1,2,7.96,0.5934,0.0,AAA,0.7536,0,2025-05-04
APP-001282,Keller-Escobar,Finance,Working Capital,836540.8,198362.65,0.2371,2.5,21,605,0.4969,4103.14,2,1,17.87,0.5617,0.0,BBB,0.913,1,2025-11-10
APP-001283,Anderson-Moran,Manufacturing,Equipment Purchase,7128066.59,34186.74,0.0048,7.2,3,640,0.472,31951.46,1,0,39.57,0.4117,0.0,BBB,0.5757,0,2025-09-19
APP-001284,Gonzalez LLC,Real Estate,Equipment Purchase,469354.55,10681.03,0.0228,11.6,51,561,0.2445,9360.46,0,0,25.49,0.6681,0.0,BB,0.8278,1,2025-08-20
APP-001285,Tucker Inc,Manufacturing,Working Capital,2019362.35,79512.84,0.0394,15.8,27,685,0.2149,29226.75,2,0,21.46,0.4271,0.0,A,0.2037,0,2026-03-01
APP-001286,"Coleman, Lambert and Thomas",Retail,Working Capital,262862.0,20166.79,0.0767,15.4,184,668,0.2417,4508.4,2,1,5.05,0.7151,0.0,A,0.5765,1,2025-06-13
APP-001287,Anderson-Bailey,Healthcare,Working Capital,187458.41,78639.43,0.4195,2.6,30,834,0.335,2474.12,2,1,6.29,0.6033,414.5,AA,0.5274,1,2026-02-13
APP-001288,Cisneros LLC,Finance,Real Estate,4077499.77,87949.45,0.0216,1.7,10,641,0.1911,48196.81,0,1,10.69,0.6469,0.0,BBB,0.6979,0,2025-08-13
APP-001289,Roberts-Nguyen,Real Estate,Real Estate,3436956.91,104407.66,0.0304,7.0,21,623,0.4119,18832.78,1,0,18.2,0.4578,0.0,BBB,0.6338,1,2026-02-06
APP-001290,Christensen-Atkins,Agriculture,Equipment Purchase,9483520.64,34857.66,0.0037,1.2,7,638,0.3194,185017.28,0,1,11.88,0.6865,0.0,BBB,0.8092,1,2025-12-23
APP-001291,Myers Ltd,Transportation,Equipment Purchase,411583.77,10143.35,0.0246,4.0,2,624,0.0787,6271.86,2,0,62.67,0.662,0.0,BBB,0.4715,0,2025-08-14
APP-001292,Colon-Howe,Manufacturing,Business Expansion,598378.07,97451.98,0.1629,4.2,259,647,0.3215,8500.63,2,0,63.79,0.5333,503.58,BBB,0.5059,0,2026-02-21
APP-001293,Wilson and Sons,Finance,Research & Development,1298783.71,212179.91,0.1634,0.8,3,544,0.3147,21588.48,0,0,10.34,0.4017,0.0,B,0.9122,1,2025-11-04
APP-001294,White-Richardson,Media,Business Expansion,51925.41,1211110.07,23.324,0.0,4,696,0.2259,916.99,2,0,22.83,0.307,0.0,A,0.8479,1,2025-12-19
APP-001295,Martinez Ltd,Real Estate,Working Capital,41953.93,33689.3,0.803,5.9,29,752,0.1213,689.17,3,0,12.19,0.1942,0.0,AAA,0.1349,0,2026-02-21
APP-001296,Young Group,Retail,Equipment Purchase,938876.28,25051.31,0.0267,2.7,10,725,0.4536,7631.78,2,0,126.7,0.3305,1354.83,A,0.39,0,2025-09-18
APP-001297,"Figueroa, Jones and Nolan",Agriculture,Business Expansion,144994.24,427441.81,2.948,2.3,70,621,0.2704,656.84,1,1,14.33,0.692,0.0,BBB,0.9487,1,2025-04-27
APP-001298,Martin LLC,Manufacturing,Equipment Purchase,1843418.53,506437.85,0.2747,10.1,105,667,0.3496,15425.09,0,1,18.9,0.7377,0.0,A,0.6904,1,2026-01-09
APP-001299,Warren-Barnes,Technology,Real Estate,680316.11,38105.08,0.056,8.6,194,602,0.17,13731.15,0,1,8.46,0.6127,203.22,BBB,0.7816,1,2025-08-20
APP-001300,Parker and Sons,Agriculture,Research & Development,3662509.84,13822.77,0.0038,9.6,7,666,0.1729,74295.13,1,1,7.48,0.6076,0.0,A,0.491,1,2025-07-01
APP-001301,Trevino and Sons,Retail,Business Expansion,6709911.59,46296.1,0.0069,5.4,4,696,0.4737,73415.57,2,1,1.86,0.3475,0.0,A,0.4798,0,2025-08-15
APP-001302,"Fields, Schwartz and Armstrong",Healthcare,Working Capital,1110674.32,165980.45,0.1494,16.5,12,659,0.6088,12716.69,3,1,21.8,0.2685,0.0,BBB,0.722,1,2026-02-05
APP-001303,"Williams, Nichols and Mcmahon",Technology,Business Expansion,1233253.44,209590.02,0.1699,10.9,16,711,0.7496,6377.93,1,2,70.38,0.4547,0.0,BB,0.8404,1,2025-12-16
APP-001304,"Odonnell, Mann and Pearson",Finance,Working Capital,1791164.92,37561.74,0.021,8.4,6,720,0.4249,21740.92,3,2,42.46,0.2846,1304.01,AA,0.705,1,2025-09-15
APP-001305,"Barron, Lopez and Ruiz",Real Estate,Research & Development,205166.61,2783.78,0.0136,18.1,37,755,0.0972,3084.92,3,0,22.72,0.5058,0.0,AAA,0.1284,0,2025-05-21
APP-001306,Walker-Sloan,Healthcare,Debt Consolidation,3384928.49,24638.82,0.0073,8.6,24,810,0.0897,39068.35,2,0,93.83,0.7326,0.0,AAA,0.1722,0,2025-06-12
APP-001307,Miller LLC,Manufacturing,Business Expansion,408199.56,211535.61,0.5182,8.4,5,685,0.1594,8144.39,0,1,4.32,0.6419,287.43,A,0.465,0,2026-03-28
APP-001308,Lee-Smith,Healthcare,Working Capital,126127.05,80078.11,0.6349,7.3,210,682,0.4612,674.3,0,1,37.37,0.2125,0.0,A,0.5616,0,2025-05-13
APP-001309,Dixon and Sons,Transportation,Working Capital,654461.24,43192.86,0.066,0.0,10,850,0.3141,4188.45,1,1,18.95,0.4474,0.06,AA,0.6098,0,2026-02-20
APP-001310,"Goodwin, Pope and Harvey",Real Estate,Business Expansion,776293.93,85341.84,0.1099,3.1,1,793,0.2512,8483.68,0,2,55.08,0.2201,0.0,AAA,0.4757,0,2026-03-18
APP-001311,"Davis, Knapp and English",Transportation,Business Expansion,1693558.88,46549.65,0.0275,2.7,9,649,0.1837,29955.19,1,1,77.81,0.5184,0.0,BBB,0.5853,1,2026-01-12
APP-001312,"Charles, Becker and Lee",Media,Real Estate,5695790.93,116981.98,0.0205,9.1,31,756,0.0876,114284.25,7,0,8.96,0.1926,11.91,AAA,0.0845,0,2025-09-18
APP-001313,Thompson Inc,Transportation,Business Expansion,707250.39,12757.47,0.018,11.0,152,760,0.1075,4794.89,1,3,20.09,0.2008,0.0,AAA,0.5195,1,2025-09-25
APP-001314,Hunter PLC,Energy,Working Capital,7927752.5,172500.19,0.0218,7.6,4,574,0.2834,66810.11,1,1,11.57,0.6141,694.01,BB,0.8973,1,2025-10-09
APP-001315,Frazier-Smith,Retail,Working Capital,37423.18,188842.91,5.0461,15.8,3,697,0.3739,408.21,0,0,26.28,0.1524,0.0,A,0.7195,0,2025-11-19
APP-001316,Lewis and Sons,Manufacturing,Real Estate,4038363.02,573460.23,0.142,6.0,10,690,0.4695,75569.4,3,0,4.38,0.7601,0.0,A,0.4759,1,2026-01-22
APP-001317,"Dixon, Clark and Ross",Technology,Debt Consolidation,497286.16,202973.05,0.4082,12.5,18,579,0.2914,6817.72,0,1,17.18,0.6484,758.99,BB,0.9098,1,2025-05-26
APP-001318,"Williams, Johnson and Watson",Media,Working Capital,904837.06,460707.78,0.5092,7.5,120,691,0.0401,15374.2,0,0,83.98,0.5551,565.98,A,0.1757,1,2025-05-12
APP-001319,Herrera Inc,Manufacturing,Real Estate,2829288.38,966112.63,0.3415,5.8,70,731,0.4292,31068.91,2,0,100.41,0.1767,0.0,AA,0.2332,0,2025-09-10
APP-001320,"Brandt, Byrd and Ramirez",Agriculture,Real Estate,57025.64,35261.73,0.6183,10.3,13,681,0.3866,917.5,1,0,11.29,0.5626,0.0,A,0.4357,1,2026-03-08
APP-001321,Ross-Henderson,Healthcare,Equipment Purchase,903479.64,68013.27,0.0753,1.2,109,576,0.2186,15711.8,3,1,4.53,0.7163,153.26,BB,0.9221,1,2025-09-24
APP-001322,Rowe PLC,Finance,Real Estate,223509.96,75611.42,0.3383,14.2,2,696,0.01,4369.97,0,0,5.88,0.2852,0.0,A,0.0947,0,2025-12-27
APP-001323,"Quinn, Morales and Taylor",Agriculture,Working Capital,15074.9,406793.54,26.9848,0.0,3,661,0.1814,214.56,3,1,10.75,0.3658,0.0,A,0.9598,1,2025-05-21
APP-001324,"Bowman, Johnson and Aguilar",Agriculture,Business Expansion,316541.44,3124.34,0.0099,17.0,92,640,0.2075,2559.82,1,1,53.92,0.6108,0.0,BBB,0.6395,1,2025-09-25
APP-001325,Smith LLC,Real Estate,Real Estate,1341501.57,102414.3,0.0763,1.4,22,651,0.2258,6390.55,0,1,57.89,0.2538,0.0,A,0.5572,1,2025-07-04
APP-001326,"Campbell, Brown and Mejia",Transportation,Equipment Purchase,206616.28,117926.92,0.5708,8.1,47,698,0.3304,4020.69,2,0,42.74,0.5454,0.0,A,0.3092,0,2025-06-23
APP-001327,Barrett-Nelson,Agriculture,Equipment Purchase,362855.14,15907.96,0.0438,10.4,43,742,0.1186,5837.42,3,0,3.81,0.2311,0.0,AA,0.0973,1,2025-09-22
APP-001328,Andrade and Sons,Manufacturing,Working Capital,2757614.22,170066.0,0.0617,1.5,7,631,0.5286,17355.01,2,1,12.97,0.2687,0.0,BBB,0.8232,0,2026-03-26
APP-001329,Diaz LLC,Real Estate,Debt Consolidation,25589.44,6956.03,0.2718,0.8,258,615,0.4983,325.73,0,0,17.27,0.5962,30.86,BBB,0.8674,1,2025-12-17
APP-001330,"Mason, Rodgers and Ho",Technology,Equipment Purchase,16099.17,9045.19,0.5618,11.2,5,608,0.4086,121.05,5,0,10.22,0.3901,0.0,BBB,0.7264,1,2026-03-10
APP-001331,"Andrews, Holland and Rose",Transportation,Debt Consolidation,176745.54,17541.3,0.0992,6.1,68,743,0.3741,2468.71,1,0,35.66,0.7533,0.0,AA,0.3508,1,2025-10-07
APP-001332,Barnes-Hoffman,Media,Working Capital,122613.22,14986.07,0.1222,17.9,22,723,0.1205,1808.52,0,0,15.75,0.5101,957.72,AA,0.1438,1,2026-01-17
APP-001333,Bowman-Lane,Healthcare,Working Capital,44347576.41,37200.32,0.0008,10.7,7,552,0.1713,791565.18,0,2,8.83,0.4826,0.0,BB,0.9451,1,2025-05-07
APP-001334,Weaver and Sons,Retail,Equipment Purchase,593955.52,34478.55,0.058,12.3,22,683,0.315,3506.1,0,2,61.92,0.1078,0.0,A,0.5291,1,2025-07-09
APP-001335,"Everett, Smith and Garcia",Technology,Working Capital,413672.22,20259.13,0.049,14.5,2,591,0.4486,1732.2,0,1,6.73,0.4044,0.0,BB,0.8799,1,2025-06-18
APP-001336,Rosales-Adams,Energy,Equipment Purchase,49552.59,993185.76,20.0431,6.1,26,703,0.5706,810.69,0,1,42.55,0.4477,0.0,BBB,0.9408,1,2026-01-10
APP-001337,Jones-Mccoy,Finance,Working Capital,2807903.47,87957.14,0.0313,10.7,8,711,0.4755,30168.61,1,0,10.31,0.3057,320.19,A,0.2587,0,2025-06-09
APP-001338,Gutierrez Group,Real Estate,Research & Development,717503.98,33137.15,0.0462,9.4,40,807,0.1703,4865.77,4,0,68.92,0.2236,139.47,AAA,0.1113,0,2025-04-16
APP-001339,Black Ltd,Real Estate,Debt Consolidation,5799662.48,14261.22,0.0025,2.4,40,701,0.1341,92973.44,2,4,9.25,0.5019,90.5,AA,0.827,1,2026-03-25
APP-001340,"Hess, Rogers and King",Real Estate,Debt Consolidation,1120841.77,1108.28,0.001,14.2,21,646,0.3008,11543.22,4,0,7.49,0.4891,505.73,BBB,0.4383,0,2025-06-24
APP-001341,Hill-Johnston,Finance,Debt Consolidation,109900.66,15399.89,0.1401,12.4,2,648,0.2353,648.96,1,2,7.7,0.6227,1126.74,BBB,0.8688,1,2026-01-02
APP-001342,"Clayton, Wright and Moran",Transportation,Debt Consolidation,408128.32,138300.76,0.3389,7.8,62,720,0.121,5572.93,2,0,46.59,0.3865,0.0,AA,0.139,0,2025-11-01
APP-001343,Graham-Booker,Finance,Real Estate,1094375.56,337949.86,0.3088,0.0,22,579,0.2093,10105.45,2,1,29.06,0.5939,0.0,BB,0.9475,1,2026-03-20
APP-001344,Montgomery-Lewis,Healthcare,Business Expansion,41307.86,1310538.71,31.7261,9.2,1138,715,0.4772,315.44,2,0,5.07,0.5431,0.0,A,0.8582,1,2025-12-10
APP-001345,"Smith, Morris and Lawrence",Media,Working Capital,218773.02,63547.72,0.2905,7.9,51,642,0.4665,3782.51,2,2,26.51,0.5393,0.0,BBB,0.8982,1,2026-03-29
APP-001346,Escobar-Lloyd,Agriculture,Real Estate,352044.26,25368.74,0.0721,3.5,84,636,0.4315,4842.77,0,0,13.81,0.6672,17.55,BBB,0.6803,1,2026-04-08
APP-001347,Lopez-Miller,Real Estate,Debt Consolidation,1136681.35,143379.54,0.1261,3.7,16,750,0.3563,10797.5,0,0,68.46,0.7468,0.0,AA,0.3513,1,2025-12-26
APP-001348,"Evans, Coleman and Ruiz",Finance,Equipment Purchase,3636439.46,37870.94,0.0104,16.2,1,656,0.1826,69971.41,1,0,39.83,0.7993,0.0,A,0.4165,0,2026-01-08
APP-001349,"Rodriguez, Greer and Lyons",Real Estate,Business Expansion,271629.45,21319.4,0.0785,15.9,228,574,0.0874,4363.23,1,0,12.86,0.6099,321.93,BB,0.683,1,2026-03-28
APP-001350,"Allen, Fleming and Medina",Finance,Debt Consolidation,192428.41,13478.83,0.07,16.2,118,727,0.6315,1195.14,1,1,21.09,0.5123,0.0,BBB,0.6292,1,2025-04-13
APP-001351,Moreno Ltd,Finance,Business Expansion,68402.01,7455.71,0.109,16.1,74,679,0.1528,1029.73,0,1,12.49,0.246,0.0,A,0.2959,1,2025-07-13
APP-001352,"Parsons, Rivas and Joyce",Real Estate,Business Expansion,655028.63,70626.55,0.1078,8.8,3,584,0.1882,6954.36,1,1,4.85,0.1213,0.0,BB,0.7266,1,2025-09-29
APP-001353,Morris PLC,Energy,Debt Consolidation,163252.42,327300.72,2.0049,9.7,130,691,0.0227,1839.74,2,1,20.66,0.3354,0.0,A,0.4025,0,2026-02-16
APP-001354,"Ayers, Rice and Collier",Real Estate,Equipment Purchase,53009.77,3754.52,0.0708,10.1,1,585,0.228,384.8,1,2,3.46,0.6099,0.0,BB,0.9298,1,2025-10-25
APP-001355,Mcdonald LLC,Finance,Working Capital,195749.12,14017.41,0.0716,9.5,4,637,0.2155,3536.15,0,3,8.65,0.7645,0.0,BBB,0.927,1,2025-08-28
APP-001356,Marshall Ltd,Transportation,Research & Development,189494.9,39368.24,0.2078,12.7,11,717,0.2099,2078.28,3,0,25.65,0.1619,0.0,AA,0.1209,0,2025-10-28
APP-001357,Walker Inc,Finance,Research & Development,432702.58,187918.92,0.4343,19.8,8,781,0.4058,3718.64,0,0,19.26,0.458,366.27,AA,0.2988,1,2025-06-25
APP-001358,"Garcia, Wright and Shepherd",Media,Equipment Purchase,427413.59,543744.26,1.2722,17.7,271,568,0.3024,6273.72,0,0,24.58,0.4227,0.0,BB,0.8636,1,2025-12-15
APP-001359,Yang-Hoffman,Media,Working Capital,24466.88,148129.11,6.0543,9.4,552,648,0.4473,164.9,0,1,14.89,0.2878,0.0,BBB,0.9596,1,2025-09-27
APP-001360,Phillips-Thompson,Manufacturing,Research & Development,201889.8,20097.71,0.0995,1.8,129,666,0.2046,2437.47,1,1,43.9,0.2366,0.0,A,0.4457,1,2025-04-21
APP-001361,"Rodriguez, Sanchez and Sanchez",Manufacturing,Working Capital,47972.48,50079.71,1.0439,9.3,1,850,0.4025,273.09,2,1,4.23,0.6134,0.0,AA,0.6232,1,2026-01-08
APP-001362,Morrison LLC,Technology,Research & Development,1713015.18,28548.79,0.0167,4.0,86,612,0.143,13806.62,3,2,97.69,0.3651,0.0,BBB,0.813,1,2025-06-19
APP-001363,"Arias, Decker and Anderson",Energy,Debt Consolidation,13283388.41,23822.29,0.0018,9.0,15,842,0.5389,274074.21,2,0,22.47,0.7162,0.0,A,0.4372,1,2026-03-23
APP-001364,Bentley-Garcia,Finance,Debt Consolidation,346244.05,65507.13,0.1892,9.2,13,599,0.5398,3884.53,3,1,30.34,0.5578,0.0,BB,0.9187,1,2025-10-28
APP-001365,Molina and Sons,Media,Working Capital,320630.48,725275.34,2.262,5.7,127,720,0.2023,6435.72,1,1,9.75,0.4181,160.49,AA,0.5627,1,2025-05-16
APP-001366,King-Tran,Media,Business Expansion,410977.53,18820.54,0.0458,2.1,1,571,0.223,8281.62,1,1,6.26,0.2715,1063.09,BB,0.9021,1,2025-07-28
APP-001367,Brown PLC,Finance,Equipment Purchase,111864.85,4204.97,0.0376,8.9,6,681,0.7614,2172.66,0,0,31.59,0.1781,0.0,BB,0.5016,0,2026-02-28
APP-001368,"King, Perry and Guerrero",Retail,Equipment Purchase,1021445.14,30257.12,0.0296,6.3,102,542,0.1826,10178.73,3,1,9.04,0.2798,0.0,B,0.883,0,2025-10-27
APP-001369,"Perez, Gomez and Boyd",Finance,Research & Development,1238966.62,111121.66,0.0897,10.4,35,686,0.3474,19001.51,3,2,6.91,0.5106,305.87,A,0.6859,0,2026-02-22
APP-001370,Adams-King,Real Estate,Real Estate,205061.21,45820.75,0.2234,0.0,29,761,0.1137,2310.63,2,1,56.52,0.4202,312.63,AAA,0.4709,0,2026-04-03
APP-001371,Davis and Sons,Manufacturing,Working Capital,2134854.66,48779.82,0.0228,4.6,2,693,0.2642,29138.99,2,1,86.43,0.2574,0.0,A,0.3182,1,2025-12-02
APP-001372,Lewis-Wilcox,Healthcare,Equipment Purchase,120027.2,42238.9,0.3519,8.3,12,603,0.1401,839.34,0,1,34.09,0.3597,160.13,BBB,0.7183,1,2025-11-28
APP-001373,Long-Williams,Healthcare,Research & Development,340517.22,38946.82,0.1144,0.0,14,679,0.541,4497.38,0,0,2.66,0.6293,0.0,A,0.7396,0,2026-04-08
APP-001374,"Martinez, Burke and Carr",Technology,Real Estate,833068.68,31247.02,0.0375,22.2,15,712,0.138,5793.78,5,0,25.44,0.3566,0.0,AA,0.1182,0,2025-08-27
APP-001375,Gibson-Todd,Energy,Working Capital,46694.66,37966.81,0.8131,6.0,116,687,0.4814,674.28,0,0,42.19,0.4391,812.65,A,0.4633,1,2025-09-09
APP-001376,Peters-Cook,Transportation,Real Estate,7496985.06,93760.82,0.0125,10.0,134,774,0.2107,89504.31,2,0,33.11,0.331,0.0,AAA,0.14,0,2025-10-11
APP-001377,Lee-Lambert,Agriculture,Real Estate,2363117.9,240306.92,0.1017,11.8,10,712,0.2504,47724.59,1,1,79.39,0.2933,0.0,AA,0.2859,1,2026-02-16
APP-001378,"Shelton, Henderson and Carpenter",Transportation,Debt Consolidation,650546.56,442420.42,0.6801,6.6,12,773,0.1805,3802.03,3,1,8.57,0.194,0.0,AAA,0.2786,0,2025-05-10
APP-001379,"Stone, Pennington and Durham",Retail,Working Capital,266251.88,465606.07,1.7487,13.6,6,647,0.3708,3006.29,3,1,95.62,0.7427,0.0,BBB,0.8805,1,2025-08-20
APP-001380,Potter-Vasquez,Healthcare,Business Expansion,2556805.64,61526.68,0.0241,7.7,173,684,0.3688,23816.54,2,1,40.23,0.3118,0.0,A,0.4431,0,2025-11-09
APP-001381,Saunders Ltd,Technology,Equipment Purchase,99884.73,14610.59,0.1463,5.3,38,681,0.0162,1247.87,2,0,13.72,0.3643,0.0,A,0.1351,1,2025-11-26
APP-001382,"Garcia, Bright and Lucas",Healthcare,Business Expansion,246293.23,26454.68,0.1074,9.1,50,566,0.3647,4018.24,2,2,3.6,0.6648,0.0,BB,0.9701,1,2025-10-15
APP-001383,Glass-Smith,Finance,Real Estate,141461.14,34143.16,0.2414,3.6,10,790,0.5416,1418.38,1,1,2.72,0.454,0.0,A,0.5901,0,2026-01-16
APP-001384,Wheeler-Glover,Healthcare,Debt Consolidation,2977803.51,9325.37,0.0031,1.3,1,809,0.2909,34917.61,1,2,6.25,0.2264,202.21,AAA,0.5514,0,2026-02-20
APP-001385,Romero-Chavez,Real Estate,Debt Consolidation,249984.19,139410.8,0.5577,5.4,51,655,0.3224,4573.18,2,0,42.46,0.4902,0.0,A,0.4935,0,2025-05-29
APP-001386,Singleton-Abbott,Transportation,Research & Development,282730.8,154198.82,0.5454,11.3,1,761,0.6185,2874.52,3,4,6.92,0.2003,872.11,BBB,0.9354,1,2026-03-24
APP-001387,"Nelson, Bates and Harvey",Energy,Research & Development,79571.01,43544.25,0.5472,12.8,1,568,0.3479,1210.9,2,0,56.99,0.6364,0.0,BB,0.8756,1,2026-01-14
APP-001388,Short PLC,Media,Real Estate,34678487.62,7683.79,0.0002,8.2,43,687,0.3787,416938.91,2,1,52.32,0.3347,0.0,A,0.44,1,2026-01-18
APP-001389,Andrews and Sons,Technology,Business Expansion,3444620.96,16292.91,0.0047,2.9,5,618,0.7174,45795.32,5,1,6.31,0.1907,0.0,BB,0.8862,1,2025-10-21
APP-001390,"Oconnor, Rangel and Hines",Retail,Working Capital,21764308.46,104859.76,0.0048,8.3,13,771,0.01,412786.93,0,0,31.22,0.6246,0.0,AAA,0.1223,0,2025-09-11
APP-001391,Lawson Ltd,Agriculture,Research & Development,1268731.87,305839.03,0.2411,17.6,548,749,0.2619,25698.42,3,0,25.49,0.3514,0.0,AA,0.1768,0,2025-07-06
APP-001392,Shepherd-Brock,Manufacturing,Research & Development,13869.81,12253.37,0.8835,6.5,52,663,0.1215,236.12,1,1,43.05,0.2068,0.0,A,0.4337,0,2025-11-15
APP-001393,"Rangel, Jones and Turner",Manufacturing,Working Capital,102310.34,24136.59,0.2359,22.1,8,733,0.0135,1400.83,1,0,257.48,0.7277,0.0,AA,0.1509,0,2026-02-18
APP-001394,Hoover-Pham,Technology,Real Estate,10992173.52,31942.16,0.0029,6.9,86,631,0.3643,174072.45,2,2,57.29,0.7694,721.96,BBB,0.909,1,2025-06-20
APP-001395,Ellis Group,Agriculture,Real Estate,12757633.22,136948.51,0.0107,15.6,12,674,0.3364,103066.77,2,0,19.02,0.5912,0.0,A,0.3667,1,2026-01-20
APP-001396,Lara Group,Technology,Equipment Purchase,262610.61,91358.25,0.3479,9.1,3,661,0.0878,1216.42,2,0,83.61,0.5445,431.36,A,0.2868,0,2026-04-07
APP-001397,Lee-Sanchez,Energy,Business Expansion,185827.52,230242.04,1.239,6.2,35,618,0.3428,1845.16,2,1,42.88,0.4776,0.0,BBB,0.8681,1,2025-11-09
APP-001398,"Robinson, Riddle and Long",Media,Real Estate,202649.22,54579.75,0.2693,1.5,8,800,0.2538,1616.37,1,0,6.55,0.3053,0.0,AAA,0.2135,0,2025-12-27
APP-001399,Ball-Thompson,Healthcare,Business Expansion,150473.3,469950.27,3.1231,10.5,2,643,0.2912,1613.05,1,2,15.22,0.6325,0.0,BBB,0.9597,1,2025-12-24
APP-001400,Sawyer Ltd,Finance,Research & Development,82207.21,2276.35,0.0277,6.4,5,812,0.1581,728.74,1,0,13.33,0.4252,0.0,AAA,0.1423,0,2025-11-10
APP-001401,Wright-Page,Healthcare,Real Estate,1850482.3,63766.34,0.0345,7.4,47,658,0.3688,34356.34,3,1,33.07,0.1515,0.0,A,0.5147,0,2026-02-08
APP-001402,Walsh PLC,Manufacturing,Real Estate,202014.08,123661.57,0.6121,6.3,49,610,0.3138,1764.97,0,0,17.14,0.1597,0.0,BBB,0.5906,0,2025-08-10
APP-001403,"Hays, Hardy and Thomas",Transportation,Research & Development,1058223.53,98469.94,0.0931,12.7,17,641,0.2654,17060.39,1,2,69.29,0.7145,0.0,BBB,0.8499,1,2025-11-24
APP-001404,Boyd Inc,Healthcare,Research & Development,204454.61,16402.37,0.0802,8.1,31,530,0.2664,2860.19,1,0,36.16,0.6503,0.0,B,0.9069,1,2025-07-04
APP-001405,Miller PLC,Energy,Working Capital,150857.3,39822.52,0.264,0.0,3,789,0.4152,778.92,2,0,30.39,0.1839,0.0,AA,0.4142,0,2025-10-01
APP-001406,"Glass, White and Harper",Energy,Equipment Purchase,64673.78,296075.32,4.578,9.9,12,581,0.5891,586.41,3,0,29.48,0.1881,0.0,BB,0.9774,1,2026-01-03
